ensg	name	MEF	OSK iCD1 D0	OSK iCD1 D1	OSK iCD1 D3	OSK iCD1 D5	OSK iCD1 D8	OSK iCD1 D10	ESC 2iLIF
ENSMUSG00000094437	Gm9830	83.0	69.0	48.5	28.5	48.5	33.5	49.0	74.5
ENSMUSG00000058665	En1	169.0	264.0	80.0	219.5	97.0	5.5	161.5	2.5
ENSMUSG00000047824	Pygo2	975.0	913.5	927.5	896.0	854.5	842.5	975.0	1002.5
ENSMUSG00000056724	Nbeal2	38.0	159.5	268.5	478.5	427.5	334.0	363.0	292.0
ENSMUSG00000034437	Gm9761	95.0	61.0	73.5	41.5	72.5	103.5	100.0	58.0
ENSMUSG00000004937	Sgta	1530.0	1241.0	1644.0	1661.5	1595.0	1794.0	1628.0	1328.0
ENSMUSG00000023021	Cers5	1443.0	917.0	1148.5	810.5	809.0	859.0	842.5	705.0
ENSMUSG00000066068	Gm13611	108.0	40.5	36.0	13.5	5.5	67.0	64.5	60.5
ENSMUSG00000030669	Calca	1.0	3.5	91.0	103.0	42.5	66.5	326.0	68.5
ENSMUSG00000063382	Bcl9l	1353.0	1764.0	1065.0	1210.0	873.0	681.5	1094.0	423.5
ENSMUSG00000024414	Mrpl27	419.0	195.5	273.0	224.0	237.0	217.5	186.5	224.0
ENSMUSG00000037300	Ttc13	632.0	810.5	1119.5	1054.0	961.0	703.0	580.5	668.5
ENSMUSG00000020869	Lrrc59	3960.0	2834.0	3710.5	3262.0	3299.0	3254.5	2957.5	4281.0
ENSMUSG00000055799	Tcf7l1	488.0	570.5	321.0	366.5	382.0	535.5	503.0	1460.0
ENSMUSG00000101555	Gm28731	65.0	106.5	119.5	115.5	112.0	20.0	25.0	11.5
ENSMUSG00000011958	Bnip2	1810.0	1460.0	1547.0	1380.5	1179.5	709.5	846.5	361.5
ENSMUSG00000033439	Trmt13	108.0	103.5	108.5	131.0	94.0	147.0	160.5	154.0
ENSMUSG00000039055	Eme1	630.0	225.0	315.5	205.5	224.5	388.0	248.0	600.0
ENSMUSG00000023079	Gtf2ird1	658.0	659.5	590.5	619.5	497.0	862.0	710.0	803.0
ENSMUSG00000021176	Efcab11	42.0	27.5	14.5	9.5	11.5	23.0	21.5	73.0
ENSMUSG00000025533	Asl	518.0	354.0	605.0	441.5	467.5	452.0	423.5	417.5
ENSMUSG00000023022	Lima1	2249.0	4263.5	2517.0	2828.0	3628.5	2798.5	2238.5	2125.5
ENSMUSG00000027305	Ndufaf1	163.0	116.5	141.0	121.5	132.0	121.5	96.0	260.5
ENSMUSG00000050029	Rap2c	1441.0	1331.0	1254.5	1222.0	1009.5	918.5	1067.5	848.0
ENSMUSG00000028680	Plk3	328.0	346.5	453.5	762.5	480.0	483.0	373.0	411.5
ENSMUSG00000040663	Clcf1	236.0	306.5	265.5	155.0	129.0	34.0	137.5	14.0
ENSMUSG00000031101	Sash3	7.0	13.5	6.5	10.5	0.5	2.5	0.5	236.5
ENSMUSG00000022961	Son	2881.0	4093.5	5407.0	6669.0	5689.0	6874.5	10503.0	3068.5
ENSMUSG00000066652	Lefty2	2.0	0.0	1.0	2.5	5.0	442.5	354.5	812.5
ENSMUSG00000028776	Tinagl1	2270.0	3310.0	1504.0	1024.5	2899.0	639.0	816.0	486.5
ENSMUSG00000106415	Gm42893	53.0	14.5	12.5	5.0	12.0	21.5	11.5	51.5
ENSMUSG00000027961	Lrrc39	53.0	34.5	30.5	43.5	23.0	31.0	36.0	57.5
ENSMUSG00000049122	Frmd3	205.0	341.0	233.0	145.0	175.0	99.5	251.5	0.0
ENSMUSG00000072999	Gm15401	42.0	76.5	45.5	47.0	51.5	63.0	38.0	185.5
ENSMUSG00000027959	Sass6	119.0	49.0	72.5	39.5	63.0	132.5	90.5	148.5
ENSMUSG00000074480	Mex3a	563.0	648.5	213.0	198.0	219.5	561.0	806.0	635.5
ENSMUSG00000027291	Vps39	330.0	775.5	532.5	561.0	601.0	540.0	577.0	521.0
ENSMUSG00000009687	Fxyd5	1106.0	514.5	1845.5	670.0	404.5	100.0	115.5	9.5
ENSMUSG00000027133	Nop10	484.0	265.0	364.0	260.0	336.0	452.0	314.5	642.5
ENSMUSG00000055707	Klhl26	439.0	738.0	588.0	740.5	439.5	247.5	310.5	392.5
ENSMUSG00000020827	Mink1	519.0	720.0	1832.5	1921.0	1802.0	1326.0	1277.0	594.0
ENSMUSG00000038780	Smurf1	1109.0	1662.5	1626.5	1269.5	1248.0	551.0	704.5	526.5
ENSMUSG00000008601	Rab25	0.0	1.5	0.5	2.0	4.0	360.0	77.0	18.0
ENSMUSG00000029209	Gnpda2	200.0	248.0	152.0	149.5	122.5	113.5	116.5	139.0
ENSMUSG00000090247	Bloc1s1	181.0	138.0	107.0	144.0	129.0	104.0	67.0	86.0
ENSMUSG00000060012	Kif13b	206.0	514.0	709.0	860.0	616.5	762.0	624.0	1346.0
ENSMUSG00000025478	Dpysl4	54.0	78.5	40.0	30.5	5.0	4.0	48.0	12.0
ENSMUSG00000025350	Rdh5	236.0	197.5	143.0	192.0	169.5	151.0	109.0	135.5
ENSMUSG00000044320	1700001O22Rik	1.0	1.5	1.0	0.5	5.0	12.0	4.0	77.5
ENSMUSG00000022960	Donson	245.0	136.5	178.0	144.5	141.5	194.0	180.5	419.5
ENSMUSG00000100865	Gm9320	213.0	62.0	60.5	38.0	38.0	134.0	135.5	37.0
ENSMUSG00000093514	Gm28727	160.0	72.0	55.0	37.0	37.5	121.5	138.5	79.0
ENSMUSG00000080966	Gm6263	104.0	59.0	31.5	23.0	21.0	9.5	9.0	2.5
ENSMUSG00000038374	Rbm8a	1209.0	567.0	521.0	434.0	545.5	1047.5	838.0	2747.0
ENSMUSG00000031875	Cmtm3	865.0	828.5	1244.0	1213.0	869.0	311.5	385.0	47.0
ENSMUSG00000113647	AC131739.1	4.0	52.5	62.5	100.0	133.5	16.0	18.0	1.0
ENSMUSG00000025532	Crcp	468.0	300.0	377.5	288.0	286.5	288.5	210.0	260.0
ENSMUSG00000042082	Arsb	349.0	605.0	612.0	994.0	1244.0	479.5	554.5	64.0
ENSMUSG00000029086	Prom1	43.0	50.0	238.0	129.5	256.0	657.0	993.0	66.5
ENSMUSG00000029414	Kntc1	433.0	290.5	404.5	197.0	293.5	947.5	695.5	1507.0
ENSMUSG00000051007	Gatd1	223.0	308.5	183.0	174.5	174.0	204.5	154.5	270.5
ENSMUSG00000030091	Nup210	7.0	1.5	26.0	30.0	155.0	775.5	633.5	1636.5
ENSMUSG00000022498	Txndc11	585.0	391.5	264.0	331.5	335.0	309.0	339.5	384.5
ENSMUSG00000023330	Dtwd1	167.0	92.0	69.5	44.0	48.0	73.5	73.0	194.0
ENSMUSG00000032802	Srxn1	714.0	813.5	3228.0	2127.5	1564.5	670.5	669.5	467.0
ENSMUSG00000029208	Guf1	972.0	861.5	672.0	736.5	743.0	868.0	896.5	986.5
ENSMUSG00000030126	Tmcc1	1152.0	622.0	697.0	461.5	998.5	1929.5	1131.5	1208.5
ENSMUSG00000036412	Arsi	46.0	58.0	1.5	42.5	31.0	7.0	43.5	0.5
ENSMUSG00000071054	Safb	1425.0	903.0	1000.5	1288.5	1476.5	1922.5	2360.0	2115.5
ENSMUSG00000034118	Tpst1	388.0	351.5	259.5	275.0	156.5	202.5	232.0	530.0
ENSMUSG00000036112	Metap2	2847.0	1645.0	2033.5	1999.5	2130.0	3279.0	2259.0	1844.0
ENSMUSG00000043411	Usp48	831.0	1087.5	890.5	1040.5	960.0	2393.5	2163.5	2518.5
ENSMUSG00000059248	Sept9	2407.0	1982.5	3297.0	3846.5	2932.0	2093.5	2245.5	1557.0
ENSMUSG00000085169	Gm10785	117.0	126.5	96.5	88.0	71.0	78.0	76.5	210.5
ENSMUSG00000022956	Atp5o	2111.0	1194.0	1230.5	1002.5	1063.0	1505.5	1307.5	1920.0
ENSMUSG00000101878	Gm8203	116.0	57.0	116.0	54.0	198.0	446.5	211.0	135.0
ENSMUSG00000087190	D430001F17Rik	497.0	330.5	342.5	304.5	331.5	294.5	282.5	673.0
ENSMUSG00000022957	Itsn1	1107.0	1191.5	1038.5	963.5	979.5	692.5	722.5	1118.0
ENSMUSG00000037681	Esyt3	0.0	28.5	37.0	27.5	72.0	109.5	181.5	153.0
ENSMUSG00000020783	Ncbp3	556.0	749.0	552.5	512.5	712.5	668.5	637.0	977.0
ENSMUSG00000029621	Arpc1a	1228.0	948.5	948.5	1074.5	1111.5	1088.5	963.0	660.0
ENSMUSG00000031683	Lsm6	706.0	257.5	356.0	272.0	312.0	491.5	403.5	569.5
ENSMUSG00000034868	Myl12b	1899.0	2213.5	1424.5	1666.0	2061.5	2199.5	1527.5	1410.5
ENSMUSG00000020929	Eftud2	1695.0	1228.0	1820.0	1434.0	1383.5	2123.5	1734.5	2673.0
ENSMUSG00000039518	Cdsn	19.0	57.0	9.0	6.0	7.0	7.0	63.0	34.0
ENSMUSG00000091542	Gm17167	0.0	9.5	2.0	0.5	18.5	179.0	66.5	2.0
ENSMUSG00000032737	Inppl1	1533.0	1858.0	1455.5	1394.0	1477.5	1210.5	1570.5	954.5
ENSMUSG00000040296	Ddx58	295.0	1074.0	569.5	1556.0	3124.5	2618.5	938.5	78.5
ENSMUSG00000028062	Lamtor2	473.0	479.0	407.5	395.5	427.5	437.0	339.5	616.5
ENSMUSG00000024791	Cdca5	232.0	109.5	230.0	121.5	220.5	583.5	356.0	759.0
ENSMUSG00000038770	Kpna7	103.0	119.5	132.5	148.5	240.0	118.5	92.0	92.0
ENSMUSG00000035557	Krt17	0.0	2.0	1.0	0.5	0.5	45.5	27.0	63.5
ENSMUSG00000039269	2300002M23Rik	0.0	0.0	46.0	126.0	313.0	373.5	399.0	106.0
ENSMUSG00000024048	Myl12a	10562.0	8942.0	5072.0	3173.0	2856.0	2853.0	2405.0	2530.0
ENSMUSG00000044322	Dsc1	0.0	0.0	0.0	56.0	17.0	54.5	69.5	0.0
ENSMUSG00000059939	9430015G10Rik	369.0	228.0	255.0	189.0	231.5	441.5	394.0	698.5
ENSMUSG00000028431	Ikbkap	1178.0	882.5	881.5	825.0	767.5	1334.5	1181.5	1493.0
ENSMUSG00000006095	Tbcb	866.0	551.0	613.0	573.0	611.5	655.5	396.0	875.5
ENSMUSG00000019659	Ccdc12	423.0	243.0	298.5	327.5	342.0	360.5	381.5	379.5
ENSMUSG00000030327	Necap1	617.0	700.0	612.5	534.5	547.0	534.5	566.5	832.0
ENSMUSG00000019738	Polr2i	337.0	199.5	232.0	210.5	258.0	424.0	245.5	502.0
ENSMUSG00000027132	Katnbl1	921.0	758.0	739.0	617.5	722.0	778.0	745.0	865.0
ENSMUSG00000028953	Abcf2	1440.0	895.0	1537.5	1227.0	1469.5	1907.5	1286.0	1785.0
ENSMUSG00000015932	Dstn	5929.0	6757.5	3990.5	2750.5	2351.5	3330.5	3056.5	1454.0
ENSMUSG00000027131	Emc4	588.0	427.0	438.0	375.0	498.0	363.0	315.5	527.0
ENSMUSG00000050856	Atp5k	1009.0	505.0	669.0	496.5	668.5	848.5	540.0	503.5
ENSMUSG00000073985	Gm10602	51.0	198.0	122.5	124.0	96.0	43.5	69.0	146.5
ENSMUSG00000067719	Gm10221	87.0	56.5	79.0	55.0	40.5	42.5	43.5	42.5
ENSMUSG00000027130	Slc12a6	249.0	627.0	524.5	562.0	644.0	636.5	602.5	710.0
ENSMUSG00000027864	Ptgfrn	1387.0	3310.5	3356.5	4492.5	6396.5	4367.5	5462.0	3218.5
ENSMUSG00000059493	Nhs	95.0	58.0	154.5	139.5	138.5	97.5	164.5	22.0
ENSMUSG00000020781	Tsen54	202.0	168.0	202.0	172.0	176.5	221.5	206.5	423.0
ENSMUSG00000026455	Klhl12	193.0	210.5	185.5	173.0	244.5	342.5	314.5	562.0
ENSMUSG00000049658	Bdp1	301.0	428.5	650.5	412.0	558.5	758.5	865.5	276.5
ENSMUSG00000032492	Pth1r	182.0	337.5	3.5	68.5	4.0	2.0	78.0	1.0
ENSMUSG00000031163	Glod5	0.0	0.0	1.0	11.5	27.0	35.5	9.0	55.5
ENSMUSG00000035953	Tmem55b	1163.0	862.0	952.0	910.0	930.5	1072.0	894.5	1673.0
ENSMUSG00000017664	Slc35c2	519.0	485.5	655.5	676.5	830.5	485.0	374.5	597.5
ENSMUSG00000038827	Fam206a	305.0	312.0	339.0	313.0	294.0	252.0	236.0	183.5
ENSMUSG00000026584	Scyl3	223.0	240.5	228.0	220.5	246.5	256.5	268.0	287.5
ENSMUSG00000068079	Tcf15	0.0	0.0	0.0	0.5	1.5	29.0	34.0	294.5
ENSMUSG00000035960	Apex1	713.0	317.0	463.5	388.5	533.5	1001.0	548.0	1075.0
ENSMUSG00000017291	Taok1	1653.0	2472.0	2816.5	2459.0	2286.0	2129.0	2643.5	1067.5
ENSMUSG00000029623	Pdap1	2144.0	1278.0	1446.5	1141.5	1132.0	1515.5	1428.0	1214.5
ENSMUSG00000033623	Pcgf3	1174.0	1753.5	1500.0	1367.5	980.0	769.5	926.5	767.0
ENSMUSG00000021572	Cep72	65.0	63.5	39.5	21.0	38.5	118.5	124.0	324.5
ENSMUSG00000029622	Arpc1b	4624.0	2935.0	4342.0	3480.5	2581.0	1858.0	2482.5	1657.0
ENSMUSG00000020919	Stat5b	393.0	574.0	322.5	253.0	264.0	267.5	293.0	329.0
ENSMUSG00000081087	Rps15a-ps7	1387.0	775.0	656.0	583.5	402.5	886.0	991.0	87.5
ENSMUSG00000025529	Zfp711	277.0	247.5	419.0	249.5	407.5	368.5	330.0	213.0
ENSMUSG00000044328	Trp53i13	215.0	179.5	76.0	106.0	44.0	62.0	93.5	258.5
ENSMUSG00000060240	Cend1	84.0	47.0	31.5	32.0	85.5	15.0	4.0	0.5
ENSMUSG00000041406	BC055324	251.0	127.0	128.5	102.0	134.0	412.5	266.0	908.5
ENSMUSG00000032333	Stoml1	203.0	347.5	186.5	278.0	232.0	282.5	199.0	444.5
ENSMUSG00000024431	Nr3c1	574.0	747.5	753.0	721.0	372.0	247.0	490.5	101.5
ENSMUSG00000029175	Slc35f6	316.0	407.0	574.5	500.5	546.5	364.5	358.0	200.5
ENSMUSG00000090124	Ugt1a7c	21.0	74.5	132.0	303.5	194.0	55.0	87.0	0.5
ENSMUSG00000074698	Csnk2a1	1499.0	1606.0	1268.0	1512.0	1824.5	2991.5	2573.5	3052.0
ENSMUSG00000049037	Clec4a1	4.0	14.5	5.5	15.0	9.0	52.5	3.0	42.5
ENSMUSG00000096764	Gm21985	115.0	314.0	246.5	255.0	254.0	300.5	291.0	330.5
ENSMUSG00000008604	Ubqln4	868.0	685.0	864.5	899.5	1191.0	1843.0	1500.5	2357.5
ENSMUSG00000026489	Coq8a	46.0	69.0	33.0	52.5	34.5	20.0	8.5	116.5
ENSMUSG00000032637	Atxn2l	2018.0	1804.0	1906.0	1836.0	1726.5	2290.5	2889.5	4159.5
ENSMUSG00000094574	Gm15027	49.0	50.5	66.0	70.0	67.0	86.5	34.0	20.0
ENSMUSG00000015980	Lrrc27	85.0	120.0	130.5	97.5	44.0	22.0	32.0	18.0
ENSMUSG00000038181	Chpf2	965.0	1949.0	1950.5	1885.5	1724.5	577.5	736.5	436.5
ENSMUSG00000030872	Gga2	1025.0	988.5	1273.0	1551.5	1213.5	1328.5	1261.5	1789.5
ENSMUSG00000084349	Rpl3-ps1	2610.0	2680.5	2177.5	2368.0	2865.0	4070.5	3999.0	3111.0
ENSMUSG00000028949	Smarcd3	388.0	489.5	387.5	373.5	277.5	65.0	127.5	489.0
ENSMUSG00000029624	Ptcd1	449.0	306.0	364.5	364.5	367.5	454.5	372.0	461.5
ENSMUSG00000059436	Max	775.0	687.5	851.0	790.0	881.0	778.5	730.5	700.0
ENSMUSG00000062444	Ap3b2	0.0	0.0	2.5	4.0	1.5	42.5	44.5	520.5
ENSMUSG00000031982	Arv1	114.0	72.0	109.5	105.0	98.0	99.0	100.0	161.5
ENSMUSG00000054545	Ugt1a6a	10.0	45.5	127.0	201.5	160.0	66.5	86.0	0.5
ENSMUSG00000060708	Bloc1s4	183.0	208.0	239.5	228.5	221.5	170.0	169.0	311.5
ENSMUSG00000038722	Bud31	969.0	462.5	553.0	456.5	481.5	531.0	464.5	482.5
ENSMUSG00000090175	Ugt1a9	51.0	109.0	235.5	464.5	300.5	116.0	144.5	0.5
ENSMUSG00000018678	Sp2	220.0	171.0	214.5	267.5	245.0	273.5	257.0	937.5
ENSMUSG00000040842	Szrd1	1055.0	886.0	1014.5	887.5	998.5	842.5	946.0	777.0
ENSMUSG00000031659	Adcy7	215.0	313.5	327.0	543.0	92.5	64.0	81.0	2.5
ENSMUSG00000061882	Ccdc62	28.0	54.0	27.5	40.5	31.0	45.5	21.0	35.5
ENSMUSG00000027422	Rrbp1	7825.0	4567.0	4256.0	6140.0	4092.0	3038.5	4407.0	897.5
ENSMUSG00000079019	Insl3	0.0	0.5	0.5	3.0	0.5	4.5	6.0	334.0
ENSMUSG00000055302	Mrfap1	2576.0	2321.5	2509.5	2321.5	2520.5	3146.5	2725.5	2160.0
ENSMUSG00000108511	Gm44987	144.0	95.5	112.0	127.0	93.5	89.0	68.5	189.0
ENSMUSG00000042508	Dmtf1	473.0	518.0	457.5	478.5	480.0	615.0	699.5	636.0
ENSMUSG00000031934	Panx1	249.0	180.5	410.5	315.0	337.5	179.0	134.5	165.5
ENSMUSG00000031805	Jak3	113.0	124.5	99.0	268.0	310.5	445.5	476.5	3592.0
ENSMUSG00000097620	4921514A10Rik	165.0	134.5	204.5	177.0	175.5	150.5	124.0	233.0
ENSMUSG00000105875	Gm43518	153.0	77.5	85.0	52.0	44.0	56.0	36.5	107.5
ENSMUSG00000080877	Rpl22-ps1	326.0	116.0	101.0	71.0	68.5	185.5	202.0	25.0
ENSMUSG00000018669	Cdk5rap3	615.0	744.0	465.0	578.0	503.5	667.5	630.5	1100.5
ENSMUSG00000023106	Denr	2061.0	627.0	937.0	635.5	552.5	970.0	772.0	657.5
ENSMUSG00000034607	Pof1b	0.0	0.0	53.5	44.5	98.0	267.0	275.0	242.5
ENSMUSG00000040029	Ipo8	390.0	500.0	565.0	541.0	590.0	758.0	579.0	953.5
ENSMUSG00000033952	Aspm	400.0	231.0	529.0	235.0	441.0	1101.5	1190.5	511.5
ENSMUSG00000026490	Cdc42bpa	1232.0	2157.5	1527.0	1216.0	1170.0	496.5	607.5	443.0
ENSMUSG00000028397	Kdm4c	767.0	872.5	983.5	934.0	1213.5	1333.5	1026.5	1678.0
ENSMUSG00000025001	Hells	1190.0	627.0	1024.0	682.0	915.0	3095.5	1732.0	2833.5
ENSMUSG00000090145	Ugt1a6b	55.0	133.0	342.5	622.5	454.0	160.0	200.5	0.5
ENSMUSG00000040855	Reps2	10.0	12.0	12.5	45.5	38.5	23.0	63.0	50.0
ENSMUSG00000084284	Tpt1-ps6	944.0	126.5	148.5	148.5	124.5	512.0	615.5	21.0
ENSMUSG00000031984	2810004N23Rik	631.0	429.5	416.0	357.0	405.5	598.0	507.0	1063.5
ENSMUSG00000045010	Gm4779	2.0	0.0	0.0	0.0	0.5	10.0	9.5	603.0
ENSMUSG00000058240	Cryzl1	502.0	495.5	299.5	304.0	249.5	261.5	342.5	628.5
ENSMUSG00000078700	D030028A08Rik	67.0	132.5	111.0	129.0	132.0	90.5	72.0	253.0
ENSMUSG00000024052	Lpin2	260.0	426.5	832.0	647.5	581.5	370.0	532.0	213.5
ENSMUSG00000059461	Gm7331	578.0	190.5	232.5	183.0	179.0	762.5	735.0	171.5
ENSMUSG00000045312	Lhfpl2	388.0	434.5	818.0	884.5	308.5	527.5	424.5	132.0
ENSMUSG00000027163	Commd9	401.0	250.5	402.5	417.5	311.0	273.0	231.5	226.0
ENSMUSG00000096188	Cmtm4	518.0	959.5	934.5	654.0	623.0	1029.5	1179.0	684.0
ENSMUSG00000032470	Mras	463.0	1551.5	743.5	862.0	2100.0	484.0	314.0	874.5
ENSMUSG00000044037	Als2cl	163.0	535.0	1025.5	828.5	928.5	446.0	424.0	358.5
ENSMUSG00000033543	Gtf2a2	547.0	281.5	285.0	277.0	297.5	377.5	322.0	613.0
ENSMUSG00000031985	Gnpat	765.0	746.0	615.0	601.0	598.0	896.0	893.0	1003.0
ENSMUSG00000018659	Pnpo	93.0	141.0	146.0	145.0	158.5	194.5	119.0	503.5
ENSMUSG00000070923	Klhl9	671.0	759.5	763.0	942.0	771.5	630.0	678.5	188.0
ENSMUSG00000007888	Crlf1	1484.0	1127.0	519.0	68.5	5.5	2.5	2.5	10.5
ENSMUSG00000075217	4833423E24Rik	0.0	0.0	0.0	0.0	0.0	45.5	112.0	0.0
ENSMUSG00000024617	Camk2a	23.0	79.5	28.5	55.0	31.0	15.0	9.5	64.5
ENSMUSG00000030894	Tpp1	1328.0	1756.0	4083.5	5167.0	3961.5	1849.5	1646.0	672.0
ENSMUSG00000087193	Gm14820	127.0	69.0	112.5	106.0	106.0	134.0	121.5	231.5
ENSMUSG00000049184	Purg	446.0	521.0	385.0	344.5	364.0	368.5	409.0	517.5
ENSMUSG00000060730	Gm10086	150.0	21.5	16.0	9.5	8.5	76.0	81.5	11.0
ENSMUSG00000090118	Gm16163	79.0	82.5	91.0	70.5	85.5	82.0	71.0	205.0
ENSMUSG00000068243	Gm7079	92.0	43.0	46.0	27.5	86.5	137.0	85.5	1.0
ENSMUSG00000046774	8030474K03Rik	0.0	0.0	0.0	0.0	0.0	2.5	2.5	324.5
ENSMUSG00000039231	Suv39h1	522.0	200.5	332.0	356.0	327.0	387.0	405.5	316.5
ENSMUSG00000042229	Rabif	385.0	291.5	354.0	322.0	297.0	362.0	254.5	534.5
ENSMUSG00000083364	Llph-ps2	168.0	106.0	167.0	142.0	179.5	143.0	97.5	67.0
ENSMUSG00000015023	Ddx19a	869.0	773.0	629.5	613.0	549.5	791.0	726.0	1252.0
ENSMUSG00000051232	Tmem199	299.0	194.5	372.5	258.5	332.5	247.5	250.5	672.5
ENSMUSG00000005986	Ankrd13d	67.0	126.0	98.5	92.0	37.5	34.5	53.5	99.5
ENSMUSG00000033615	Cplx1	1.0	0.0	1.0	0.5	0.0	1.0	2.5	94.5
ENSMUSG00000051339	2900026A02Rik	412.0	1044.5	909.5	1409.0	1640.5	835.5	682.0	215.5
ENSMUSG00000096712	Gm15454	239.0	121.5	151.0	133.5	141.5	190.5	166.0	166.5
ENSMUSG00000049556	Lingo1	26.0	98.0	23.5	37.0	16.5	21.0	22.0	32.5
ENSMUSG00000041936	Agrn	762.0	3076.5	1167.0	2046.5	3044.5	4523.0	5402.5	4363.0
ENSMUSG00000082284	H3f3a-ps1	104.0	50.5	41.5	49.5	57.5	76.5	88.0	11.5
ENSMUSG00000022057	Adamdec1	0.0	54.0	17.5	53.5	34.5	58.0	141.0	0.0
ENSMUSG00000079481	Nhsl2	112.0	387.0	134.0	390.5	626.0	265.0	401.0	108.0
ENSMUSG00000020553	Pctp	144.0	97.0	141.0	149.5	174.5	70.5	84.0	123.5
ENSMUSG00000019471	Cdc37	3029.0	2003.5	2673.0	2542.5	2146.5	3254.5	2790.0	2457.5
ENSMUSG00000026632	Tatdn3	134.0	133.5	110.5	117.0	91.0	96.0	97.5	139.5
ENSMUSG00000029625	Cpsf4	432.0	229.5	287.5	214.5	304.0	605.5	501.0	984.5
ENSMUSG00000049191	Rgag4	62.0	79.0	159.5	157.5	64.0	46.5	67.5	1.0
ENSMUSG00000032202	Rab27a	35.0	48.0	52.5	97.0	118.0	270.0	279.0	85.0
ENSMUSG00000086976	Gm12316	46.0	48.5	155.0	186.5	134.5	72.5	55.0	31.5
ENSMUSG00000005198	Polr2a	3510.0	3504.0	3398.0	3524.5	2418.5	3618.5	3152.0	10562.0
ENSMUSG00000029119	Man2b2	494.0	1440.0	1731.5	2849.5	2952.0	817.5	915.5	505.0
ENSMUSG00000051185	Fam174a	705.0	822.5	585.0	519.5	639.5	469.0	498.0	680.5
ENSMUSG00000020782	Llgl2	79.0	105.5	126.0	73.5	167.0	799.5	586.0	2772.0
ENSMUSG00000040998	Npnt	545.0	501.0	616.0	860.5	1319.0	513.5	621.5	106.5
ENSMUSG00000009628	Tex15	327.0	410.0	540.5	445.0	393.5	993.5	777.5	299.0
ENSMUSG00000027894	Slc6a17	128.0	105.5	114.0	136.5	93.5	10.0	31.5	1.0
ENSMUSG00000028920	Fbxo42	449.0	637.5	436.0	434.5	404.5	521.0	579.0	833.0
ENSMUSG00000022658	Tagln3	37.0	33.5	230.5	377.5	791.0	258.5	147.5	140.5
ENSMUSG00000048058	Ldlrad3	262.0	230.0	188.0	230.5	129.5	125.5	230.0	184.0
ENSMUSG00000025348	Itga7	223.0	283.5	345.0	296.0	253.0	181.0	230.0	16.0
ENSMUSG00000027863	Cd2	0.0	0.0	0.0	2.0	9.5	92.0	15.5	64.0
ENSMUSG00000000787	Ddx3x	5478.0	4006.0	6779.0	6724.0	7566.0	7566.0	9201.0	4742.5
ENSMUSG00000038690	Atp5j2	1478.0	787.0	858.0	731.0	840.5	1097.5	970.5	1179.0
ENSMUSG00000025571	Tnrc6c	484.0	582.0	544.5	754.5	636.5	712.5	840.0	960.0
ENSMUSG00000069763	Tmem100	41.0	14.5	15.0	47.0	15.0	9.5	52.5	0.0
ENSMUSG00000060260	Pwwp2b	157.0	240.0	176.5	121.5	115.5	99.5	81.0	9.0
ENSMUSG00000029627	Zkscan14	45.0	91.0	48.0	62.0	62.5	27.0	39.0	66.5
ENSMUSG00000058833	2810428I15Rik	646.0	374.5	606.0	460.0	604.0	426.5	284.0	737.0
ENSMUSG00000034903	Cobll1	307.0	410.5	543.0	550.5	219.0	42.5	101.0	31.5
ENSMUSG00000036109	Mbnl3	441.0	411.5	645.5	617.0	837.5	594.0	578.5	378.0
ENSMUSG00000026683	Nuf2	630.0	161.5	264.5	127.5	229.0	345.0	288.5	416.5
ENSMUSG00000055991	Zkscan5	186.0	310.0	178.0	204.5	208.0	213.0	214.0	374.5
ENSMUSG00000029177	Cenpa	842.0	397.5	627.5	257.5	519.0	1244.5	1157.0	1565.5
ENSMUSG00000071064	Zfp827	447.0	701.0	431.5	623.5	457.5	211.5	367.0	295.0
ENSMUSG00000032226	Gcnt3	0.0	1.5	47.5	94.5	301.5	148.5	52.5	24.0
ENSMUSG00000110344	Gm45716	103.0	76.0	156.5	253.0	97.5	28.0	33.5	59.0
ENSMUSG00000003948	Mmd	721.0	723.5	1396.5	2132.5	871.5	212.5	255.0	150.5
ENSMUSG00000019082	Slc25a22	441.0	408.5	540.5	451.0	526.0	480.5	378.5	348.0
ENSMUSG00000109967	Gm45883	102.0	119.0	205.5	345.5	114.5	29.5	34.0	32.5
ENSMUSG00000041351	Rap1gap	69.0	140.5	289.0	293.5	220.0	221.0	121.0	709.5
ENSMUSG00000032494	Tdgf1	0.0	0.0	0.0	0.0	10.5	1128.0	1079.0	6539.0
ENSMUSG00000032468	Armc8	387.0	276.0	240.5	242.0	275.5	422.5	387.5	524.5
ENSMUSG00000030654	Arl6ip1	1664.0	1365.5	2080.0	1934.0	4034.5	4615.0	3576.0	5202.5
ENSMUSG00000032334	Loxl1	4039.0	3180.5	1301.0	857.0	163.0	17.5	130.5	42.0
ENSMUSG00000007812	Zfp655	250.0	298.5	473.5	442.5	299.5	369.5	418.5	424.5
ENSMUSG00000026950	Neb	14.0	37.0	17.0	18.5	13.0	54.5	30.0	39.0
ENSMUSG00000086237	Gm15591	37.0	13.5	27.0	21.5	23.0	27.5	18.5	83.5
ENSMUSG00000033157	Abhd10	176.0	76.5	129.0	133.0	134.5	182.0	129.5	324.0
ENSMUSG00000037965	Zc3h7a	1269.0	931.0	1242.5	1278.0	1095.0	1102.0	1404.5	372.0
