ensg	name	loc	tss_loc	strand
ENSMUSG00000096719	Mrgpra2b	chr7:47463806-47528862		-1
ENSMUSG00000113394	Gm48436	chr13:68488998-68491389		-1
ENSMUSG00000055184	Fam72a	chr1:131527903-131539872		1
ENSMUSG00000060212	Pcnx2	chr8:125751508-125898317		-1
ENSMUSG00000087011	Gm12930	chr4:124957647-124987009		-1
ENSMUSG00000106775	C130093G08Rik	chr6:23251133-23253358		1
ENSMUSG00000083890	Gm15703	chr16:31924989-31925868		1
ENSMUSG00000028871	Rspo1	chr4:124986430-125009099		1
ENSMUSG00000109321	A330076H08Rik	chr7:61930137-61982358		-1
ENSMUSG00000026167	Wnt10a	chr1:74791516-74804179		1
ENSMUSG00000085646	Gm11493	chr11:88741011-88743369		-1
ENSMUSG00000039809	Gabbr2	chr4:46662305-46991873		-1
ENSMUSG00000001948	Spa17	chr9:37603290-37613722		-1
ENSMUSG00000087658	Hotairm1	chr6:52156902-52162119		1
ENSMUSG00000109178	Gm3257	chr7:61938237-61938911		1
ENSMUSG00000075088	Olfr1239	chr2:89417030-89420407		-1
ENSMUSG00000028636	Ppcs	chr4:119418530-119422420		-1
ENSMUSG00000110794	4930401A07Rik	chr10:92401014-92417495		1
ENSMUSG00000029844	Hoxa1	chr6:52155590-52158317		-1
ENSMUSG00000087677	Gm15226	chrX:166618102-166621542		-1
ENSMUSG00000113352	Gm34639	chr13:28889458-28898676		-1
ENSMUSG00000111839	Gm39383	chr9:83008603-83042603		1
ENSMUSG00000095335	Igkv3-5	chr6:70663275-70663895		1
ENSMUSG00000020839	Tmigd1	chr11:76902159-76916587		1
ENSMUSG00000111498	Gm47059	chr9:120259628-120264358		1
ENSMUSG00000109400	Gm44533	chr7:69259595-69259862		1
ENSMUSG00000105166	Gm42629	chr3:129354004-129355105		1
ENSMUSG00000020080	Hkdc1	chr10:62383137-62422491		-1
ENSMUSG00000093776	Vmn2r-ps120	chr17:19279322-19304478		1
ENSMUSG00000086860	Gm1720	chrX:166662025-166689812		1
ENSMUSG00000108725	Gm45004	chr7:74034632-74043738		-1
ENSMUSG00000047187	Rab2a	chr4:8535644-8607778		1
ENSMUSG00000044702	Palb2	chr7:122107262-122132985		-1
ENSMUSG00000110028	Gm34838	chr7:69354372-69396932		-1
ENSMUSG00000099604	Gm6651	chr1:106439600-106439870		1
ENSMUSG00000105278	Gm42630	chr3:129374110-129377557		1
ENSMUSG00000101861	Gm29450	chrY:68353849-68357085		-1
ENSMUSG00000044820	AY074887	chr9:54950230-54950998		-1
ENSMUSG00000111604	Gm18043	chr10:92484220-92484958		1
ENSMUSG00000108374	Gm33626	chr7:18318919-18327196		-1
ENSMUSG00000099188	Gm27248	chr9:83073223-83073388		-1
ENSMUSG00000085501	Gm11772	chr11:120235234-120236122		-1
ENSMUSG00000111109	Gm30933	chr9:30385980-30426976		-1
ENSMUSG00000083388	Gm11550	chr3:36539383-36540081		-1
ENSMUSG00000105712	Gm5712	chr3:129433673-129434715		1
ENSMUSG00000083820	Gm6415	chr7:81161397-81161744		-1
ENSMUSG00000025726	Slc28a1	chr7:81114799-81170416		1
ENSMUSG00000102624	Gm37059	chrY:15444179-15445304		1
ENSMUSG00000109780	Gm45447	chr2:161109411-161114858		1
ENSMUSG00000099216	Obox8	chr7:14331436-14333557		-1
ENSMUSG00000032301	Psma4	chr9:54950790-54958030		1
ENSMUSG00000044040	Olfr1497	chr19:13794324-13798202		-1
ENSMUSG00000058250	Tas2r138	chr6:40612315-40613310		-1
ENSMUSG00000022696	Sidt1	chr16:44240180-44333196		-1
ENSMUSG00000085469	Gm14242	chr2:161206689-161207280		-1
ENSMUSG00000111250	Gm47818	chr9:77836030-77848111		1
ENSMUSG00000067745	Gm14243	chr2:161179064-161216577		1
ENSMUSG00000109530	Olfr1498-ps1	chr19:13804428-13806257		-1
ENSMUSG00000018428	Akap1	chr11:88830792-88864586		-1
ENSMUSG00000111580	Gm19572	chr9:77851708-77852045		1
ENSMUSG00000043811	Rtn4r	chr16:18127642-18152408		1
ENSMUSG00000102138	Gm31942	chrY:15490643-15492836		1
ENSMUSG00000110724	Gm47824	chr9:77901529-77902619		1
ENSMUSG00000081099	Gm5270	chr2:161254456-161255457		-1
ENSMUSG00000020562	Efcab10	chr12:33394854-33401267		1
ENSMUSG00000081151	Gm11448	chr2:161287220-161287669		1
ENSMUSG00000102582	Gm37440	chrY:15569795-15572225		-1
ENSMUSG00000045813	Gm9801	chr7:62094506-62209479		-1
ENSMUSG00000087031	Gm14241	chr2:161331314-161332253		1
ENSMUSG00000083374	Gm11449	chr2:161482563-161483038		-1
ENSMUSG00000011114	Tbrg1	chr9:37648763-37657312		-1
ENSMUSG00000055254	Ntrk2	chr13:58806569-59133970		1
ENSMUSG00000101556	Gm28869	chr17:15061069-15074993		1
ENSMUSG00000100943	Gm29229	chr2:161513690-161514012		-1
ENSMUSG00000098782	Mrps36-ps3	chr7:14342026-14342330		-1
ENSMUSG00000100536	Gm28873	chr17:15065615-15074752		1
ENSMUSG00000108262	Gm43867	chr6:60882439-60882963		-1
ENSMUSG00000036552	Ermard	chr17:14978864-15064232		1
ENSMUSG00000056131	Pgm3	chr9:86554377-86571842		-1
ENSMUSG00000045395	Olfr1499	chr19:13814275-13819447		-1
ENSMUSG00000071646	Mta2	chr19:8941875-8952303		1
ENSMUSG00000062825	Actg1	chr11:120345690-120348542		-1
ENSMUSG00000104455	Gm37828	chr18:55339512-55339943		1
ENSMUSG00000070527	Mkrn3	chr7:62417593-62420139		-1
ENSMUSG00000068587	Mgam	chr6:40628831-40769123		1
ENSMUSG00000112280	A830082N09Rik	chr10:33987216-33995055		-1
ENSMUSG00000098083	Gm8957	chr3:14511084-14512095		-1
ENSMUSG00000082122	Gm11809	chr4:8672633-8673582		-1
ENSMUSG00000108986	Gm32061	chr7:62337794-62423245		-1
ENSMUSG00000056972	Magel2	chr7:62377010-62381640		1
ENSMUSG00000003505	Psg18	chr7:18345422-18355009		-1
ENSMUSG00000103555	Gm37337	chr18:55516122-55517114		-1
ENSMUSG00000112693	Gm5512	chr19:12905320-12906841		1
ENSMUSG00000033585	Ndn	chr7:62346569-62350262		1
ENSMUSG00000098119	Gm26959	chr18:55745251-55746228		-1
ENSMUSG00000111174	Olfr1240	chr2:89436296-89443000		-1
ENSMUSG00000048456	Olfr1448	chr19:12916661-12924419		-1
ENSMUSG00000075086	Olfr1241	chr2:89481314-89487126		-1
ENSMUSG00000091490	Triml2	chr8:43180541-43193881		1
ENSMUSG00000098007	Gm8614	chr18:55837972-55838949		-1
ENSMUSG00000070806	Zmynd12	chr4:119422814-119467444		1
ENSMUSG00000019782	Rwdd1	chr10:33996555-34019624		-1
ENSMUSG00000083387	Gm11860	chr4:18009218-18010227		-1
ENSMUSG00000075085	Olfr1242	chr2:89492380-89498335		-1
ENSMUSG00000074401	Vmn1r59	chr7:5453400-5454838		-1
ENSMUSG00000086155	9430041J12Rik	chr7:4074125-4120728		-1
ENSMUSG00000066820	Vmn2r28	chr7:5479531-5493967		-1
ENSMUSG00000030806	Stx1b	chr7:127803900-127824549		-1
ENSMUSG00000026028	Trak2	chr1:58900449-58973430		-1
ENSMUSG00000075084	Olfr1243	chr2:89525889-89531487		-1
ENSMUSG00000022680	Pdxdc1	chr16:13833148-13903131		-1
ENSMUSG00000085886	D030047H15Rik	chr7:4126340-4136926		-1
ENSMUSG00000107909	2610017A05Rik	chr6:148831452-148833112		1
ENSMUSG00000062204	Olfr1373	chr11:52144593-52145528		-1
ENSMUSG00000112094	Gm47506	chr12:33401365-33404775		-1
ENSMUSG00000111029	Olfr1244-ps1	chr2:89537483-89538165		-1
ENSMUSG00000030428	Ttyh1	chr7:4119408-4136708		1
ENSMUSG00000104280	Rps2-ps11	chr9:108358202-108359069		-1
ENSMUSG00000104399	Gm37963	chr9:108389082-108390205		1
ENSMUSG00000108218	Olfr1372-ps1	chr11:52154722-52168159		-1
ENSMUSG00000111456	Olfr1245	chr2:89573406-89578447		-1
ENSMUSG00000063856	Gpx1	chr9:108338903-108340343		1
ENSMUSG00000102349	Gm37376	chr19:5801941-5802393		1
ENSMUSG00000092267	Gm20417	chr19:5797562-5798549		1
ENSMUSG00000048899	Rimkla	chr4:119465283-119492628		-1
ENSMUSG00000092341	Malat1	chr19:5795690-5802672		-1
ENSMUSG00000028453	Fancg	chr4:43002343-43010506		-1
ENSMUSG00000059352	Gm10064	chr5:122697202-122697600		-1
ENSMUSG00000100175	1700025M24Rik	chr5:73268581-73284187		-1
ENSMUSG00000111715	Olfr1246	chr2:89586141-89593157		-1
ENSMUSG00000021779	Thrb	chr14:17660261-18038090		1
ENSMUSG00000096940	Gm4755	chr12:8764901-8771181		-1
ENSMUSG00000111905	Gm48045	chr10:34018815-34020762		1
ENSMUSG00000045930	Clec14a	chr12:58264720-58269290		-1
ENSMUSG00000081945	Olfr607	chr7:103455526-103464151		-1
ENSMUSG00000106999	Gm42734	chr5:73272872-73273749		1
ENSMUSG00000033809	Alg3	chr16:20605451-20610768		-1
ENSMUSG00000090794	Vmn1r60	chr7:5544172-5545178		-1
ENSMUSG00000107087	Gm34411	chr5:73263429-73268986		1
ENSMUSG00000108808	Gm45204	chr7:127812154-127813507		-1
ENSMUSG00000083175	Gm12206	chr11:52188953-52189553		1
ENSMUSG00000103712	Gm37659	chr3:27012764-27012874		1
ENSMUSG00000092336	Vmn1r-ps40	chr7:5572733-5573075		-1
ENSMUSG00000045421	Olfr1390	chr11:49335188-49342247		1
ENSMUSG00000060170	Olfr1371	chr11:52213052-52213987		-1
ENSMUSG00000028744	Pqlc2	chr4:139294029-139310708		-1
ENSMUSG00000102908	Gm7558	chr3:27046789-27047953		-1
ENSMUSG00000059901	Adamts14	chr10:61197112-61273438		-1
ENSMUSG00000094313	Vmn1r61	chr7:5610251-5612068		-1
ENSMUSG00000060613	Cyp2c70	chr19:40153353-40187333		-1
ENSMUSG00000084971	4930579D09Rik	chr6:143533965-143535508		-1
ENSMUSG00000020840	Blmh	chr11:76924809-76987379		1
ENSMUSG00000084278	Gm12189	chr11:49404620-49405531		1
ENSMUSG00000092579	Vmn1r62	chr7:5674627-5676383		1
ENSMUSG00000086887	1700060C16Rik	chr6:143593353-143651288		-1
ENSMUSG00000021692	Dimt1	chr13:106947127-106960224		1
ENSMUSG00000056073	Grik2	chr10:49094833-49788766		-1
ENSMUSG00000111399	Gm47328	chr9:103412358-103423200		-1
ENSMUSG00000043644	0610009L18Rik	chr11:120348678-120351190		1
ENSMUSG00000020592	Sdc1	chr12:8771323-8793715		1
ENSMUSG00000097743	Gm16973	chr14:56696280-56701268		-1
ENSMUSG00000107573	Olfr1389	chr11:49423067-49432968		1
ENSMUSG00000079184	Mphosph8	chr14:56668248-56697430		1
ENSMUSG00000003657	Calb2	chr8:110137502-110168210		-1
ENSMUSG00000105649	Gm43494	chr5:137875235-137875622		-1
ENSMUSG00000025380	Fscn2	chr11:120361534-120368168		1
ENSMUSG00000106435	Gm3103	chr5:137888071-137888822		1
ENSMUSG00000047702	Olfr1388	chr11:49436624-49446103		1
ENSMUSG00000027208	Fgf7	chr2:126034658-126091185		1
ENSMUSG00000029727	Cyp3a13	chr5:137892932-137921619		-1
ENSMUSG00000101840	Gm28294	chr1:75252322-75257427		1
ENSMUSG00000063386	Olfr1387	chr11:49455343-49464001		1
ENSMUSG00000026204	Ptprn	chr1:75247027-75264502		-1
ENSMUSG00000108167	Olfr1386	chr11:49465046-49471715		1
ENSMUSG00000100812	A730098A19Rik	chr8:125897914-125908144		1
ENSMUSG00000059729	Olfr1385	chr11:49489070-49497496		1
ENSMUSG00000043020	Wdr63	chr3:146040526-146108130		-1
ENSMUSG00000053141	Ptprt	chr2:161521990-162661147		-1
ENSMUSG00000107673	Crs-ps	chr7:14366951-14370207		-1
ENSMUSG00000084990	Gm14549	chrX:36814771-36817200		1
ENSMUSG00000111759	Gm4800	chr10:92542405-92543670		-1
ENSMUSG00000109153	Gm38584	chr7:69485424-69490801		-1
ENSMUSG00000027207	Galk2	chr2:125859109-125984299		1
ENSMUSG00000067147	Rpl7a-ps11	chrX:166854211-166855011		1
ENSMUSG00000110383	Gm45580	chr8:26438829-26440492		1
ENSMUSG00000081129	Gm14605	chrX:45497853-45498874		-1
ENSMUSG00000096715	Igkv3-4	chr6:70671788-70672377		1
ENSMUSG00000109961	Gm31983	chr8:26450460-26484652		-1
ENSMUSG00000082886	Gm5386	chrX:45546931-45549380		-1
ENSMUSG00000114870	AC163667.3	chr13:67187098-67187319		1
ENSMUSG00000110222	Gm39149	chr8:26560461-26579802		-1
ENSMUSG00000110351	Gm32050	chr8:26626744-26627480		-1
ENSMUSG00000111121	AC122372.1	chr10:92587061-92587340		1
ENSMUSG00000105254	Gm42951	chr5:23330370-23347274		-1
ENSMUSG00000025393	Atp5b	chr10:128083273-128090391		1
ENSMUSG00000110338	Gm45584	chr8:26637675-26639952		1
ENSMUSG00000026432	Avpr1b	chr1:131599239-131612000		1
ENSMUSG00000112487	Gm18873	chr12:58763906-58764950		1
ENSMUSG00000019826	Zbtb24	chr10:41450383-41465574		1
ENSMUSG00000002325	Irf9	chr14:55603571-55610030		1
ENSMUSG00000112785	Gm47645	chr12:58813883-58815197		1
ENSMUSG00000103666	Gm38185	chrY:15615108-15615801		-1
ENSMUSG00000104207	Gm37395	chrY:15694983-15695679		-1
ENSMUSG00000102392	Gm37577	chrY:15734796-15737530		1
ENSMUSG00000045625	Pigz	chr16:31933851-31946046		1
ENSMUSG00000005732	Ranbp1	chr16:18239784-18248732		-1
ENSMUSG00000111774	AC166078.1	chr9:83098224-83106330		1
ENSMUSG00000054641	Mmrn1	chr6:60924976-60989378		1
ENSMUSG00000106258	Rpl7a-ps7	chr3:129461972-129462747		1
ENSMUSG00000114805	AC163667.2	chr13:67187387-67188177		1
ENSMUSG00000042595	Fam199x	chrX:137049594-137082503		1
ENSMUSG00000111470	Gm31822	chr10:92644091-92651734		1
ENSMUSG00000022425	Enpp2	chr15:54838901-54952892		-1
ENSMUSG00000092274	Neat1	chr19:5824708-5845478		-1
ENSMUSG00000108885	4930402F11Rik	chr7:69496094-69550673		1
ENSMUSG00000081107	Gm12235	chr11:55463840-55464009		-1
ENSMUSG00000102935	Gm38355	chr12:85100778-85102347		-1
ENSMUSG00000093629	Prox2os	chr12:85086374-85088228		1
ENSMUSG00000042320	Prox2	chr12:85086385-85110759		-1
ENSMUSG00000083813	Gm15502	chr5:137896752-137896959		-1
ENSMUSG00000112531	Gm2649	chr12:58920667-58921276		1
ENSMUSG00000081056	Gm13998	chr2:119878069-119878403		-1
ENSMUSG00000102914	Gm35106	chr3:65968902-65969151		-1
ENSMUSG00000105787	Gm8099	chr5:137928275-137929016		1
ENSMUSG00000109540	Gm44821	chr7:5759108-5763417		-1
ENSMUSG00000112649	Gm47647	chr12:58923194-58924459		-1
ENSMUSG00000056966	Gjc3	chr5:137953461-137963098		-1
ENSMUSG00000083626	Gm4459	chr7:139659688-139660155		-1
ENSMUSG00000058631	Vmn1r63	chr7:5802345-5805445		-1
ENSMUSG00000047746	Fbxo40	chr16:36963460-36990467		-1
ENSMUSG00000049571	Cfap46	chr7:139600951-139683817		-1
ENSMUSG00000102652	Gm37078	chr3:65969914-65971922		1
ENSMUSG00000034390	Cmip	chr8:117257064-117459430		1
ENSMUSG00000109974	Gm2221	chr8:43199968-43200385		1
ENSMUSG00000103641	Gm19024	chr3:65987158-65989753		-1
ENSMUSG00000054526	Olfr1500	chr19:13826882-13830488		-1
ENSMUSG00000025938	Slco5a1	chr1:12866549-12992650		-1
ENSMUSG00000033940	Brk1	chr6:113604772-113616951		1
ENSMUSG00000025420	Katnal2	chr18:76977148-77047308		-1
ENSMUSG00000032562	Gnai2	chr9:107614125-107635367		-1
ENSMUSG00000037053	Azgp1	chr5:137981520-137990233		1
ENSMUSG00000022718	Dgcr8	chr16:18253948-18289249		-1
ENSMUSG00000109235	Gm5997	chr7:18375547-18377523		-1
ENSMUSG00000107560	Gm44199	chr6:113610318-113612445		-1
ENSMUSG00000059571	Gm16218	chr9:65297532-65297919		-1
ENSMUSG00000107937	Gm44200	chr6:113607475-113611527		1
ENSMUSG00000033634	Nat8f2	chr6:85865422-85869158		-1
ENSMUSG00000015357	Clpx	chr9:65294260-65330658		1
ENSMUSG00000084158	Gm14652	chrX:45786326-45786560		-1
ENSMUSG00000073948	Olfr608	chr7:103469877-103471358		1
ENSMUSG00000109680	Gm32098	chr8:26665893-26668306		-1
ENSMUSG00000084000	Gm14653	chrX:46126999-46128531		1
ENSMUSG00000109689	Gm45646	chr8:26745929-26760561		-1
ENSMUSG00000110297	Gm45647	chr8:26780315-26780509		1
ENSMUSG00000076431	Sox4	chr13:28948919-28953713		-1
ENSMUSG00000095138	Olfr781	chr10:129328854-129333844		1
ENSMUSG00000085157	4930515L19Rik	chrX:46267559-46328911		-1
ENSMUSG00000092399	4930556N13Rik	chr11:88851604-88881395		1
ENSMUSG00000085800	1700066O22Rik	chr18:57504422-57533752		-1
ENSMUSG00000114504	Gm48321	chr14:17931138-18021909		-1
ENSMUSG00000028779	Pef1	chr4:130102558-130128135		1
ENSMUSG00000112340	Gm47016	chr10:49661647-49663273		-1
ENSMUSG00000111935	Gm47023	chr10:49482000-49484479		-1
ENSMUSG00000032044	Rpusd4	chr9:35267865-35277731		1
ENSMUSG00000112142	Gm47022	chr10:49700363-49702834		-1
ENSMUSG00000046396	Olfr609	chr7:103490025-103498062		-1
ENSMUSG00000112103	Gm47018	chr10:49236915-49237861		-1
ENSMUSG00000022864	D16Ertd472e	chr16:78544012-78576657		-1
ENSMUSG00000072722	Gm6588	chr5:112449426-112451738		1
ENSMUSG00000114281	Gm48320	chr14:17770649-17771122		-1
ENSMUSG00000112295	Gm47017	chr10:49188994-49192365		-1
ENSMUSG00000097884	Gm26543	chr10:49219422-49225653		-1
ENSMUSG00000019178	Styxl1	chr5:135747220-135778385		-1
ENSMUSG00000086920	Gm12207	chr11:52233724-52236619		1
ENSMUSG00000095128	Gm5709	chr3:59602455-59635733		-1
ENSMUSG00000028255	Clca1	chr3:145003817-145032776		-1
ENSMUSG00000058153	Sez6l	chr5:112419151-112577185		-1
ENSMUSG00000036309	Skp1a	chr11:52231995-52246858		1
ENSMUSG00000101603	Gm28730	chrX:53051194-53053159		-1
ENSMUSG00000033943	Mga	chr2:119897228-119969581		1
ENSMUSG00000058925	1700011I03Rik	chr18:57533780-57731065		1
ENSMUSG00000110361	Gm8291	chr8:35052123-35053383		-1
ENSMUSG00000102480	Gm37926	chr3:59662858-59665281		1
ENSMUSG00000110130	Gm34419	chr8:35094545-35105029		1
ENSMUSG00000102390	Gm37579	chr3:59737176-59737317		-1
ENSMUSG00000104471	Gm38208	chr3:59736746-59736859		-1
ENSMUSG00000032349	Elovl5	chr9:77917364-77984519		1
ENSMUSG00000115812	AC120375.2	chr14:31801559-31803411		1
ENSMUSG00000038764	Ptpn3	chr4:57190841-57301837		-1
ENSMUSG00000090527	Gm5538	chr3:59729790-59752333		1
ENSMUSG00000115210	AC120375.1	chr14:31750803-31754414		-1
ENSMUSG00000112948	Gm48871	chr13:9445900-9448419		1
ENSMUSG00000014496	Ankrd28	chr14:31698768-31830651		-1
ENSMUSG00000113869	Gm48869	chr13:9352028-9352689		1
ENSMUSG00000113905	Gm48872	chr13:9557861-9561989		1
ENSMUSG00000048264	Dip2c	chr13:9276528-9668928		1
ENSMUSG00000106784	Gm43309	chr6:85889326-85889961		1
ENSMUSG00000097106	Rpl31-ps23	chr8:35132995-35133532		-1
ENSMUSG00000068299	Nat8f4	chr6:85899051-85904884		-1
ENSMUSG00000087365	C430049B03Rik	chrX:53055046-53057190		-1
ENSMUSG00000100335	2310008N11Rik	chr8:26814593-26884380		-1
ENSMUSG00000034973	Dopey1	chr9:86467154-86555923		1
ENSMUSG00000046615	Actrt1	chrX:46329007-46330345		1
ENSMUSG00000109012	Gm44820	chr7:5807013-5807408		1
ENSMUSG00000058399	Vmn1r64	chr7:5883580-5884590		-1
ENSMUSG00000081551	Gm14654	chrX:46361460-46361906		1
ENSMUSG00000063816	Gm4987	chrX:46455887-46456294		-1
ENSMUSG00000090162	Gm6808	chr10:112089667-112090473		-1
ENSMUSG00000089667	Gm15914	chr10:112101240-112101548		-1
ENSMUSG00000109478	Gm39078	chr7:119600840-119604780		-1
ENSMUSG00000108567	Gm44513	chr7:24318381-24318819		1
ENSMUSG00000034774	Dsg1c	chr18:20247340-20285031		1
ENSMUSG00000020214	Glipr1l2	chr10:112083354-112108098		1
ENSMUSG00000109678	Gm45626	chr8:35150086-35150446		-1
ENSMUSG00000075081	Olfr1247	chr2:89604959-89614130		-1
ENSMUSG00000086607	4930511M06Rik	chr18:57373455-57552397		-1
ENSMUSG00000103986	Gm5539	chr3:59767275-59768240		1
ENSMUSG00000082802	Gm15465	chr7:24320005-24322784		-1
ENSMUSG00000102324	Gm19721	chr9:107630776-107632539		-1
ENSMUSG00000114859	Gm47735	chr19:36347614-36348298		-1
ENSMUSG00000055826	Tescl	chr7:24333082-24333936		-1
ENSMUSG00000102097	A930006L05Rik	chr9:96705828-96711449		1
ENSMUSG00000040433	Zbtb38	chr9:96682770-96752831		-1
ENSMUSG00000026697	Myoc	chr1:162639155-162649693		1
ENSMUSG00000087232	Gm14764	chrX:85744348-85749764		1
ENSMUSG00000081933	Gm14767	chrX:85716438-85717023		1
ENSMUSG00000074589	4930449A18Rik	chr3:59777809-59846817		1
ENSMUSG00000111239	Olfr1248	chr2:89617168-89618245		-1
ENSMUSG00000102757	Gm2756	chr3:59783289-59783688		-1
ENSMUSG00000110314	Gm45625	chr8:35179103-35183886		-1
ENSMUSG00000070526	Peg12	chr7:62461871-62464510		-1
ENSMUSG00000109773	Gm34474	chr8:35218638-35222071		1
ENSMUSG00000112549	Gm35818	chr12:54091430-54106885		-1
ENSMUSG00000109607	Gm34533	chr8:35222958-35226103		1
ENSMUSG00000069372	Ctxn3	chr18:57468516-57478133		1
ENSMUSG00000024924	Vldlr	chr19:27216484-27254231		1
ENSMUSG00000075079	Olfr1249	chr2:89628902-89634983		-1
ENSMUSG00000030484	Lypd5	chr7:24349196-24355109		1
ENSMUSG00000046441	Cmtr2	chr8:110215665-110224486		1
ENSMUSG00000097396	Gm26556	chr6:4958983-4959302		1
ENSMUSG00000097385	Gm26814	chr6:4942147-4946295		1
ENSMUSG00000097464	Gm26736	chr6:4946568-4947803		1
ENSMUSG00000032911	Cspg4	chr9:56865033-56899870		1
ENSMUSG00000075078	Olfr1250	chr2:89653773-89661467		-1
ENSMUSG00000091060	7420461P10Rik	chr1:162647193-162658219		-1
ENSMUSG00000032827	Ppp1r9a	chr6:4902917-5165661		1
ENSMUSG00000110935	Gm8834	chr10:34898256-34898820		1
ENSMUSG00000072460	Atp5l-ps1	chr7:62476306-62476617		1
ENSMUSG00000111042	Gm18252	chr10:34878624-35065312		1
ENSMUSG00000108928	Vmn2r-ps61	chr7:62577328-62578216		-1
ENSMUSG00000036186	Fam69b	chr2:26628457-26636497		1
ENSMUSG00000109209	Gm45104	chr7:18396516-18400865		-1
ENSMUSG00000030373	Psg28	chr7:18422536-18432041		-1
ENSMUSG00000089631	Gm16326	chr7:122131092-122131505		1
ENSMUSG00000081695	Rpsa-ps5	chr11:28956724-28957608		1
ENSMUSG00000107292	Gm42733	chr5:73308059-73308577		-1
ENSMUSG00000107331	Gm42732	chr5:73311364-73312560		1
ENSMUSG00000029152	Ociad1	chr5:73292784-73314069		1
ENSMUSG00000026815	Gfi1b	chr2:28609450-28621982		-1
ENSMUSG00000095172	Gm20822	chrY:15882421-15884771		-1
ENSMUSG00000109688	Gm34597	chr8:35233303-35245479		-1
ENSMUSG00000097409	Gm26832	chr8:110265248-110267462		-1
ENSMUSG00000035105	Egln3	chr12:54178981-54203860		-1
ENSMUSG00000059854	Hydin	chr8:110266977-110610253		1
ENSMUSG00000029470	P2rx4	chr5:122707544-122729738		1
ENSMUSG00000113995	Gm47648	chr12:105021359-105029936		1
ENSMUSG00000022721	Trmt2a	chr16:18248679-18254772		1
ENSMUSG00000113125	Gm47650	chr12:105027642-105027963		-1
ENSMUSG00000089964	Gm16582	chr1:74850895-74879953		1
ENSMUSG00000102754	Gm38183	chrY:16031250-16039572		-1
ENSMUSG00000103167	Gm38149	chrY:16092783-16112032		-1
ENSMUSG00000067724	Gbx1	chr5:24502757-24527202		-1
ENSMUSG00000113722	Snhg10	chr12:105030617-105032279		-1
ENSMUSG00000090071	Cdk5r2	chr1:74854934-74857732		1
ENSMUSG00000102387	Gm38145	chrY:16151241-16151933		1
ENSMUSG00000024816	Frmd8	chr19:5849702-5875274		-1
ENSMUSG00000080718	Gm8019	chrX:137099516-137100102		1
ENSMUSG00000002280	Narfl	chr17:25773776-25783332		1
ENSMUSG00000020561	Twistnb	chr12:33429635-33441392		1
ENSMUSG00000061082	Plac1	chrX:53069995-53240111		-1
ENSMUSG00000102208	Gm32033	chrY:16367090-16393523		1
ENSMUSG00000021102	Glrx5	chr12:105032688-105042906		1
ENSMUSG00000005779	Psmb4	chr3:94884093-94886961		-1
ENSMUSG00000024325	Ring1	chr17:34020792-34024680		-1
ENSMUSG00000052997	Uba2	chr7:34140688-34169599		-1
ENSMUSG00000026921	Egfl7	chr2:26580014-26593120		1
ENSMUSG00000047098	Rnf31	chr14:55591708-55603693		1
ENSMUSG00000102265	Gm32447	chrY:16449293-16449989		-1
ENSMUSG00000036158	Prickle1	chr15:93499114-93595891		-1
ENSMUSG00000037300	Ttc13	chr8:124671333-124721983		-1
ENSMUSG00000095522	Gm8298	chr3:59861051-59877313		1
ENSMUSG00000085654	Gm12536	chr4:57300096-57307305		1
