ensg	name	tss_loc	strand	ivd cardio CM	ivd cardio ESC	ivd cardio MES	ivd exendo ctrl	ivd exendo prdm14kd	ivd mneu ESCD0	ivd mneu MND4	ivd ra ctrl	ivd ra D4
ENSMUSG00000032307	Ube2q2	chr9:55148854-55148854	1	722.0	1386.0	952.0	1325.0	1312.0	760.0	940.5	1756.0	1345.5
ENSMUSG00000024764	Naa40	chr19:7241222-7241222	-1	1091.0	2039.0	2725.0	1373.0	1391.0	1419.0	1543.5	2697.0	1263.5
ENSMUSG00000009112	Bcl2l13	chr6:120836230-120836230	1	3106.0	1639.0	3198.0	1243.0	1189.0	1897.5	1772.0	1460.0	1750.0
ENSMUSG00000033752	Mnd1	chr3:84155786-84155786	-1	140.0	752.0	467.0	566.0	444.0	1023.0	33.5	588.0	154.5
ENSMUSG00000003032	Klf4	chr4:55532453-55532453	-1	51.0	7482.0	55.0	8004.0	5935.0	26.5	7.5	15546.0	4891.5
ENSMUSG00000058704	Memo1	chr17:74294883-74294883	-1	584.0	711.0	1572.0	534.0	522.0	2522.5	1167.0	762.0	818.0
ENSMUSG00000025545	Clybl	chr14:122181694-122181694	1	687.0	525.0	330.0	342.0	259.0	427.0	51.0	654.0	125.0
ENSMUSG00000027469	Tpx2	chr2:152847978-152847978	1	4585.0	6761.0	4803.0	9580.0	8441.0	4626.5	2010.0	5144.0	4354.5
ENSMUSG00000053175	Bcl3	chr7:19811121-19811121	-1	32.0	1161.0	5.0	534.0	485.0	4.0	0.5	712.5	95.0
ENSMUSG00000071711	Mpst	chr15:78406712-78406712	1	308.0	651.0	483.0	209.0	113.0	280.5	337.0	473.5	106.5
ENSMUSG00000035671	Zswim4	chr8:84237042-84237042	-1	1885.0	1098.0	1618.0	1228.0	1243.0	2084.0	2464.5	1221.5	1012.0
ENSMUSG00000045691	Thtpa	chr14:55053884-55053884	1	66.0	168.0	76.0	571.0	492.0	198.5	275.5	180.0	151.5
ENSMUSG00000036977	Anapc10	chr8:79711820-79711820	1	255.0	405.0	446.0	468.0	496.0	806.5	460.5	443.0	247.5
ENSMUSG00000032436	Cmtm7	chr9:114781993-114781993	-1	321.0	859.0	327.0	872.0	724.0	334.5	293.5	996.5	1150.5
ENSMUSG00000002688	Prkd1	chr12:50649223-50649223	-1	976.0	130.0	630.0	42.0	52.0	340.0	119.5	62.0	338.5
ENSMUSG00000030978	Rrm1	chr7:102441695-102441695	1	4498.0	5967.0	14002.0	6458.0	6246.0	9969.0	5201.0	4462.0	5343.0
ENSMUSG00000022564	Grina	chr15:76246807-76246807	1	3810.0	708.0	582.0	605.0	792.0	606.5	3828.5	461.0	1244.5
ENSMUSG00000033940	Brk1	chr6:113604772-113604772	1	2968.0	1744.0	1738.0	1045.0	985.0	2076.0	3397.5	1285.5	1357.5
ENSMUSG00000052698	Tln2	chr9:67559703-67559703	-1	440.0	1871.0	1064.0	1579.0	1463.0	1151.0	1718.0	1438.5	1559.0
ENSMUSG00000026657	Frmd4a	chr2:4017717-4017717	1	1488.0	791.0	484.0	1039.0	541.0	300.5	5703.0	680.5	2659.0
ENSMUSG00000064317	Gm10146	chr10:78393309-78393309	1	439.0	1433.0	1654.0	313.0	628.0	1251.5	364.0	1672.5	668.5
ENSMUSG00000022323	Hrsp12	chr15:34495255-34495255	-1	296.0	535.0	807.0	365.0	340.0	1054.0	148.0	304.0	341.5
ENSMUSG00000028766	Alpl	chr4:137796384-137796384	-1	174.0	4974.0	898.0	3119.0	2148.0	1909.5	21.0	3726.5	681.0
ENSMUSG00000026028	Trak2	chr1:58973430-58973430	-1	1144.0	999.0	756.0	670.0	779.0	397.5	477.0	1360.0	1621.0
ENSMUSG00000056427	Slit3	chr11:35121224-35121224	1	4224.0	90.0	683.0	75.0	93.0	325.5	3283.0	222.0	660.5
ENSMUSG00000038650	Rnh1	chr7:141172851-141172851	-1	1579.0	1684.0	1619.0	1700.0	1568.0	1501.5	1005.0	1659.5	2219.0
ENSMUSG00000033809	Alg3	chr16:20610768-20610768	-1	117.0	330.0	636.0	486.0	630.0	599.0	537.0	421.0	350.5
ENSMUSG00000032475	Nck1	chr9:100546134-100546134	-1	1206.0	1128.0	1212.0	948.0	804.0	1004.5	811.5	798.0	901.5
ENSMUSG00000022814	Umps	chr16:33967038-33967038	-1	503.0	3883.0	3724.0	4405.0	3883.0	5235.5	853.0	3693.0	1597.5
ENSMUSG00000015709	Arnt2	chr7:84409959-84409959	-1	176.0	276.0	398.0	85.0	118.0	672.5	3574.5	219.0	539.0
ENSMUSG00000059436	Max	chr12:76962248-76962248	-1	688.0	1409.0	1855.0	1589.0	1767.0	1640.5	1847.5	2129.0	1793.5
ENSMUSG00000024451	Arap3	chr18:37997574-37997574	-1	719.0	70.0	51.0	40.0	26.0	153.0	7.0	41.5	574.5
ENSMUSG00000024587	Nars	chr18:64516557-64516557	-1	4111.0	19653.0	9143.0	12543.0	11187.0	9420.5	4829.0	6931.0	5644.0
ENSMUSG00000034485	Uaca	chr9:60794548-60794548	1	3192.0	1066.0	296.0	1232.0	1268.0	580.0	791.0	1309.0	1660.0
ENSMUSG00000028633	Ctps	chr4:120570276-120570276	-1	1514.0	3832.0	6161.0	3832.0	3899.0	4192.0	2530.0	4139.5	3456.5
ENSMUSG00000021835	Bmp4	chr14:46390669-46390669	-1	4348.0	434.0	186.0	190.0	227.0	20.0	5.0	1855.0	1106.5
ENSMUSG00000030847	Bag3	chr7:128523583-128523583	1	1312.0	567.0	1139.0	337.0	523.0	588.5	76.5	767.0	1471.5
ENSMUSG00000057667	Bloc1s3	chr7:19508331-19508331	-1	202.0	361.0	237.0	441.0	434.0	370.0	169.0	226.5	84.0
ENSMUSG00000059493	Nhs	chrX:162159730-162159730	-1	124.0	155.0	386.0	216.0	130.0	200.5	682.5	109.5	269.0
ENSMUSG00000021379	Id4	chr13:48261427-48261427	1	35.0	32.0	35.0	32.0	17.0	13.0	1986.5	345.0	222.5
ENSMUSG00000074865	Zfp934	chr13:62520544-62520544	-1	437.0	495.0	549.0	504.0	553.0	613.5	336.0	378.0	342.0
ENSMUSG00000052566	Hook2	chr8:84990595-84990595	1	148.0	1761.0	332.0	1565.0	1508.0	325.0	82.0	1503.5	633.0
ENSMUSG00000038267	Slc22a23	chr13:34345182-34345182	-1	80.0	102.0	1422.0	107.0	146.0	1174.0	758.0	66.5	815.0
ENSMUSG00000045215	Asxl3	chr18:22344883-22344883	1	301.0	127.0	260.0	71.0	84.0	83.0	933.0	64.0	186.5
ENSMUSG00000017776	Crk	chr11:75679259-75679259	1	4679.0	3174.0	4679.0	2452.0	2693.0	2952.5	5120.0	1902.5	4554.5
ENSMUSG00000021130	Galnt16	chr12:80518990-80518990	1	1316.0	29.0	61.0	28.0	13.0	98.0	1708.0	12.0	69.0
ENSMUSG00000029547	Ints1	chr5:139775678-139775678	-1	1639.0	3630.0	3724.0	3798.0	3810.0	2989.5	2333.0	4459.5	4413.5
ENSMUSG00000021993	Mipep	chr14:60784566-60784566	1	290.0	323.0	541.0	541.0	572.0	655.5	324.0	658.0	260.0
ENSMUSG00000034818	Celf5	chr10:81482709-81482709	-1	32.0	425.0	133.0	1147.0	1202.0	258.5	1030.5	219.0	260.0
ENSMUSG00000038279	Nop2	chr6:125131883-125131883	1	743.0	4781.0	5110.0	3851.0	4143.0	3939.5	767.5	5552.5	2273.5
ENSMUSG00000078380	Gm6096	chr7:34251038-34251038	1	2805.0	3054.0	3817.0	2347.0	2227.0	1387.0	349.5	4598.0	2946.0
ENSMUSG00000019997	Ctgf	chr10:24595442-24595442	1	2438.0	332.0	838.0	896.0	2386.0	580.5	87.5	4257.0	6506.0
ENSMUSG00000041765	Ubac2	chr14:121878606-121878606	1	723.0	778.0	919.0	449.0	368.0	1344.0	1033.0	1077.0	889.0
ENSMUSG00000023723	Mrps23	chr11:88204388-88204388	1	814.0	1048.0	1337.0	636.0	692.0	1522.5	1319.5	1065.5	594.5
ENSMUSG00000044636	Csrnp2	chr15:100495239-100495239	-1	239.0	366.0	421.0	437.0	342.0	264.5	1077.0	931.0	478.5
ENSMUSG00000006281	Tep1	chr14:50870560-50870560	-1	508.0	521.0	164.0	1173.0	864.0	268.0	192.5	752.5	473.0
ENSMUSG00000019907	Ppp1r12a	chr10:108162400-108162400	1	4103.0	3538.0	1498.0	4010.0	3906.0	1592.0	1489.0	3204.0	4747.5
ENSMUSG00000031906	Smpd3	chr8:106337988-106337988	-1	39.0	8.0	42.0	19.0	4.0	78.0	2352.0	16.0	16.0
ENSMUSG00000079658	Tceb1	chr1:16656884-16656884	-1	1055.0	1471.0	2470.0	1291.0	1417.0	4418.0	3574.0	1811.5	1761.0
ENSMUSG00000020439	Smtn	chr11:3527937-3527937	-1	1166.0	1054.0	750.0	1611.0	1413.0	1058.5	131.5	890.0	1871.5
ENSMUSG00000015312	Gadd45b	chr10:80930091-80930091	1	1033.0	230.0	56.0	357.0	310.0	8.5	7.5	332.5	635.0
ENSMUSG00000096188	Cmtm4	chr8:104395807-104395807	-1	2207.0	2257.0	3637.0	3097.0	3592.0	1759.5	800.5	2080.5	2418.5
ENSMUSG00000024067	Dpy30	chr17:74323944-74323944	-1	577.0	2552.0	1832.0	2597.0	2086.0	6290.5	1996.0	3731.0	655.0
ENSMUSG00000034837	Gnat1	chr9:107679712-107679712	-1	20.0	24.0	320.0	367.0	791.0	98.5	8.0	1549.0	94.5
ENSMUSG00000043061	Tmem18	chr12:30584443-30584443	1	216.0	398.0	430.0	435.0	478.0	421.0	537.5	390.5	687.5
ENSMUSG00000032058	Ppp2r1b	chr9:50845301-50845301	1	845.0	1649.0	4984.0	1956.0	1969.0	2426.5	2018.0	2485.0	2163.0
ENSMUSG00000020132	Rab21	chr10:115315591-115315591	-1	708.0	348.0	597.0	515.0	642.0	431.0	800.5	424.0	709.0
ENSMUSG00000061904	Slc25a3	chr10:91124059-91124059	-1	10390.0	11209.0	11209.0	6299.0	6572.0	28546.5	11626.0	10317.0	13989.0
ENSMUSG00000029202	Pds5a	chr5:65697856-65697856	-1	3441.0	6463.0	5368.0	5409.0	6099.0	3371.5	2236.0	4449.0	4546.5
ENSMUSG00000045333	Zfp423	chr8:87804439-87804439	-1	659.0	655.0	862.0	997.0	1064.0	1978.0	840.0	741.5	1693.0
ENSMUSG00000028719	Cmpk1	chr4:114987241-114987241	-1	941.0	976.0	1969.0	783.0	903.0	1291.0	4110.5	1364.5	1567.0
ENSMUSG00000022557	Bop1	chr15:76477269-76477269	-1	191.0	3270.0	4514.0	3170.0	3684.0	3868.0	1510.0	3873.0	1826.5
ENSMUSG00000026116	Tmem131	chr1:36939822-36939822	-1	3210.0	5960.0	2780.0	6238.0	5907.0	3011.0	1676.0	4483.5	4171.0
ENSMUSG00000078429	Ctdsp2	chr10:126978717-126978717	1	9913.0	5224.0	4983.0	4789.0	4147.0	2910.0	2233.5	3212.0	4590.5
ENSMUSG00000089715	Cbx6	chr15:79834688-79834688	-1	1428.0	2240.0	2163.0	2719.0	2868.0	1435.5	1518.5	2233.0	792.0
ENSMUSG00000059811	Atl2	chr17:79896123-79896123	-1	2681.0	2593.0	4847.0	2624.0	3174.0	2260.5	849.0	2386.0	1919.5
ENSMUSG00000063804	Lin28b	chr10:45470201-45470201	-1	1562.0	987.0	3064.0	787.0	922.0	2371.5	651.0	667.5	1021.0
ENSMUSG00000049225	Pdp1	chr4:11966452-11966452	-1	361.0	289.0	286.0	175.0	168.0	227.0	1026.5	271.0	242.0
ENSMUSG00000059920	4930453N24Rik	chr16:64766656-64766656	-1	404.0	991.0	1205.0	1026.0	991.0	2249.0	1530.0	1710.5	680.0
ENSMUSG00000022148	Fyb	chr15:6579871-6579871	1	18.0	8.0	0.0	2.0	2.0	2895.0	276.5	484.0	165.5
ENSMUSG00000015672	Mrpl32	chr13:14613037-14613037	-1	823.0	1180.0	981.0	904.0	837.0	2066.0	1427.0	900.0	641.0
ENSMUSG00000058355	Abce1	chr8:79711740-79711740	-1	4242.0	14007.0	25089.0	14569.0	12578.0	16337.0	7673.0	11226.0	8185.5
ENSMUSG00000022089	Bin3	chr14:70100145-70100145	1	150.0	176.0	409.0	145.0	223.0	368.0	619.0	180.0	212.0
ENSMUSG00000023018	Smarcd1	chr15:99702287-99702287	1	1590.0	4778.0	6001.0	3376.0	3603.0	5169.5	6455.5	4935.0	3013.5
ENSMUSG00000024174	Pot1b	chr17:55712628-55712628	-1	187.0	332.0	563.0	326.0	396.0	464.5	262.5	477.5	279.5
ENSMUSG00000029814	Igf2bp3	chr6:49214954-49214954	-1	7343.0	2155.0	6814.0	1848.0	1346.0	3029.0	5103.5	1725.0	3758.5
ENSMUSG00000027635	Dsn1	chr2:157007075-157007075	-1	448.0	692.0	599.0	507.0	665.0	621.0	251.0	429.5	459.5
ENSMUSG00000001855	Nup214	chr2:31974436-31974436	1	1452.0	2707.0	2832.0	3443.0	3558.0	2908.5	1291.0	3511.5	3164.5
ENSMUSG00000032783	Troap	chr15:99074973-99074973	1	357.0	598.0	504.0	590.0	550.0	519.0	78.5	302.0	287.0
ENSMUSG00000037857	Nufip2	chr11:77686155-77686155	1	1581.0	2423.0	2242.0	3308.0	3513.0	2922.0	795.0	5221.0	2562.5
ENSMUSG00000042548	Asxl1	chr2:153345845-153345845	1	2630.0	3552.0	3662.0	2925.0	2992.0	4889.0	1592.5	9687.0	3891.0
ENSMUSG00000024081	Cebpz	chr17:78937070-78937070	-1	2157.0	4434.0	3552.0	6582.0	5278.0	3533.0	1734.5	5221.0	2292.0
ENSMUSG00000015354	Pcolce2	chr9:95637601-95637601	1	21.0	793.0	413.0	435.0	396.0	143.0	38.0	596.0	44.0
ENSMUSG00000059316	Slc27a4	chr2:29802634-29802634	1	709.0	783.0	1251.0	462.0	773.0	1265.0	3335.5	1073.5	1077.5
ENSMUSG00000022840	Adcy5	chr16:35154877-35154877	1	1892.0	10.0	76.0	8.0	12.0	15.0	457.0	18.5	31.0
ENSMUSG00000022114	Spry2	chr14:105896819-105896819	-1	1939.0	1952.0	1088.0	1195.0	2176.0	1562.5	255.5	3693.0	836.5
ENSMUSG00000036902	Neto2	chr8:85690973-85690973	-1	482.0	334.0	765.0	382.0	446.0	522.5	2742.0	480.5	550.5
ENSMUSG00000038244	Mical2	chr7:112225856-112225856	1	4153.0	38.0	18.0	25.0	78.0	115.0	154.0	97.0	1181.5
ENSMUSG00000048612	Myof	chr19:38043577-38043577	-1	149.0	2844.0	197.0	4310.0	3914.0	51.5	22.5	2338.0	6516.0
ENSMUSG00000021290	2010107E04Rik	chr12:111966977-111966977	-1	1911.0	1356.0	2185.0	690.0	616.0	2876.0	3347.5	967.5	759.5
ENSMUSG00000036513	Commd2	chr3:57651693-57651693	-1	333.0	545.0	846.0	371.0	365.0	1327.0	913.0	805.0	466.0
ENSMUSG00000022305	Lrp12	chr15:39943788-39943788	-1	487.0	297.0	282.0	151.0	146.0	177.5	1188.0	320.0	580.0
ENSMUSG00000022314	Rad21	chr15:51991760-51991760	-1	14002.0	11717.0	8450.0	8825.0	7120.0	4484.0	4836.5	13796.5	7357.0
ENSMUSG00000048007	Timm8a1	chrX:134541865-134541865	-1	502.0	554.0	2891.0	248.0	236.0	370.0	132.5	488.5	259.5
ENSMUSG00000024096	Ralbp1	chr17:65885755-65885755	-1	1307.0	3163.0	1350.0	3163.0	2690.0	1476.5	1305.5	4471.0	1864.5
ENSMUSG00000035329	Fbxo33	chr12:59219725-59219725	-1	258.0	457.0	724.0	437.0	439.0	597.5	411.5	1093.0	749.0
ENSMUSG00000026276	Sept2	chr1:93478964-93478964	1	26474.0	10735.0	7364.0	7426.0	7292.0	7872.5	6232.5	6922.0	17932.0
ENSMUSG00000006315	Tmem147	chr7:30729534-30729534	-1	713.0	1322.0	1350.0	1247.0	1263.0	2656.0	2616.5	868.0	787.5
ENSMUSG00000003234	Abcf3	chr16:20548577-20548577	1	954.0	1237.0	1220.0	854.0	1018.0	779.0	1156.0	980.0	984.5
ENSMUSG00000023411	Nfatc4	chr14:55824795-55824795	1	1797.0	314.0	510.0	1143.0	661.0	357.0	8.5	159.0	215.0
ENSMUSG00000037326	Capn15	chr17:25985680-25985680	-1	293.0	336.0	606.0	362.0	354.0	401.5	322.5	424.0	665.5
ENSMUSG00000022122	Ednrb	chr14:103844173-103844173	-1	640.0	15.0	18.0	3.0	7.0	68.5	5504.0	37.0	167.5
ENSMUSG00000087370	Tmem170b	chr13:41606216-41606216	1	699.0	131.0	92.0	226.0	168.0	81.5	579.0	288.5	325.5
ENSMUSG00000022992	Kansl2	chr15:98534244-98534244	-1	824.0	3990.0	3216.0	2662.0	2772.0	3639.0	4160.0	5098.0	2951.5
ENSMUSG00000039234	Sec24d	chr3:123267496-123267496	1	2794.0	911.0	404.0	772.0	859.0	758.5	71.0	1092.5	3871.5
ENSMUSG00000033904	Ccp110	chr7:118712552-118712552	1	363.0	1275.0	723.0	2274.0	1922.0	1414.0	1605.0	1144.5	815.5
ENSMUSG00000030880	Polr3e	chr7:120917744-120917744	1	344.0	1938.0	1663.0	1490.0	1695.0	1384.0	449.5	2446.5	1053.0
ENSMUSG00000013822	Elof1	chr9:22114169-22114169	-1	654.0	734.0	3133.0	668.0	657.0	2797.5	1976.0	846.5	516.0
ENSMUSG00000049791	Fzd4	chr7:89404366-89404366	1	1174.0	98.0	93.0	14.0	29.0	100.5	54.0	99.5	525.0
ENSMUSG00000013921	Clip3	chr7:30291672-30291672	1	3513.0	263.0	492.0	136.0	127.0	1160.0	5087.5	409.5	1055.0
ENSMUSG00000049504	Proser1	chr3:53463666-53463666	1	714.0	864.0	1462.0	809.0	870.0	507.5	660.5	1669.0	1025.0
ENSMUSG00000042462	Dctpp1	chr7:127260709-127260709	-1	521.0	2585.0	3245.0	1531.0	1409.0	6453.5	1476.5	2889.0	701.0
ENSMUSG00000050627	Gpd1l	chr9:114933987-114933987	-1	357.0	928.0	940.0	1438.0	1041.0	681.5	1075.0	963.0	538.0
ENSMUSG00000004931	Apba3	chr10:81268172-81268172	1	778.0	1095.0	668.0	584.0	434.0	857.5	206.5	1017.5	692.0
ENSMUSG00000035673	Sbno2	chr10:80102698-80102698	-1	622.0	1693.0	636.0	1855.0	1525.0	354.5	228.0	1475.0	1422.5
ENSMUSG00000001552	Jup	chr11:100372716-100372716	-1	9900.0	4469.0	1515.0	3388.0	4373.0	2081.0	1193.0	8099.0	8250.5
ENSMUSG00000084790	Gm15879	chr16:4037519-4037519	-1	11.0	48.0	54.0	102.0	99.0	2140.5	249.0	106.0	61.5
ENSMUSG00000045210	Vcpip1	chr1:9748382-9748382	-1	2358.0	1436.0	2232.0	1499.0	1591.0	1019.0	1385.0	2140.0	1841.0
ENSMUSG00000022710	Usp7	chr16:8792308-8792308	-1	3079.0	12990.0	7002.0	14517.0	13541.0	5545.0	3357.5	16677.5	7452.0
ENSMUSG00000019826	Zbtb24	chr10:41450396-41450396	1	341.0	407.0	338.0	527.0	382.0	218.0	286.5	170.5	94.5
ENSMUSG00000022095	Fam160b2	chr14:70599835-70599835	-1	669.0	637.0	360.0	709.0	841.0	195.5	602.0	615.0	797.5
ENSMUSG00000031917	Nip7	chr8:107056877-107056877	1	1139.0	3097.0	4175.0	5861.0	4863.0	5853.0	1316.0	4677.0	2147.5
ENSMUSG00000024811	Tnks2	chr19:36834232-36834232	1	49281.0	14891.0	24995.0	17971.0	14486.0	13723.0	7743.5	15543.0	15937.5
ENSMUSG00000017376	Nlk	chr11:78697373-78697373	-1	565.0	1273.0	1236.0	802.0	763.0	1061.0	1604.5	780.5	1060.5
ENSMUSG00000040721	Zfhx2	chr14:55092324-55092324	-1	47.0	1117.0	117.0	2543.0	1801.0	896.5	1273.5	770.5	291.0
ENSMUSG00000041037	Irgq	chr7:24530648-24530648	1	1098.0	343.0	708.0	582.0	456.0	277.5	1957.0	343.0	426.5
ENSMUSG00000022973	Synj1	chr16:91011308-91011308	-1	191.0	563.0	360.0	705.0	687.0	324.5	1395.5	442.0	1276.0
ENSMUSG00000023971	Rrp36	chr17:46674255-46674255	-1	394.0	771.0	898.0	919.0	928.0	1344.5	319.5	1133.0	618.0
ENSMUSG00000034371	Dak	chr19:10604258-10604258	-1	591.0	739.0	474.0	494.0	434.0	181.5	285.5	627.0	407.0
ENSMUSG00000045767	B230219D22Rik	chr13:55693124-55693124	1	6168.0	2102.0	2102.0	1935.0	1779.0	1235.5	2896.0	1285.5	2404.0
ENSMUSG00000079364	Gm3558	chr14:7568566-7568566	-1	659.0	119.0	87.0	282.0	280.0	145.5	770.0	127.5	336.0
ENSMUSG00000038838	Vars2	chr17:35667592-35667592	-1	862.0	1147.0	673.0	992.0	933.0	482.0	357.5	861.0	381.5
ENSMUSG00000028136	Snx27	chr3:94582702-94582702	-1	2080.0	2489.0	3536.0	2157.0	2080.0	2072.5	1875.5	1621.5	2092.5
ENSMUSG00000029326	Enoph1	chr5:100039994-100039994	1	315.0	1079.0	1610.0	1143.0	1044.0	935.5	274.5	2249.5	838.0
ENSMUSG00000056735	A930024E05Rik	chr5:122989354-122989354	1	60.0	57.0	142.0	32.0	52.0	673.0	37.5	10.5	67.0
ENSMUSG00000079600	Gm17604	chrX:165004829-165004829	-1	0.0	18.0	0.0	104.0	111.0	234.0	221.0	0.0	8.0
ENSMUSG00000030056	Isy1	chr6:87838759-87838759	-1	518.0	1478.0	2785.0	870.0	997.0	2233.0	610.0	1478.0	631.0
ENSMUSG00000033478	Fam160b1	chr19:57361009-57361009	1	1562.0	1023.0	945.0	1007.0	808.0	475.5	755.5	1201.5	1546.0
ENSMUSG00000053626	Tll1	chr8:64205993-64205993	-1	151.0	423.0	405.0	44.0	89.0	354.0	172.5	132.5	441.0
ENSMUSG00000028646	Rragc	chr4:123917446-123917446	1	1303.0	1092.0	1284.0	734.0	886.0	1264.0	1190.5	1795.5	2102.0
ENSMUSG00000028464	Tpm2	chr4:43523438-43523438	-1	3226.0	403.0	530.0	218.0	418.0	608.0	22.0	344.0	4398.5
ENSMUSG00000022679	Mpv17l	chr16:13903161-13903161	1	47.0	382.0	196.0	287.0	320.0	1245.5	184.5	409.5	69.0
ENSMUSG00000047412	Zbtb44	chr9:31030644-31030644	1	1032.0	4243.0	1362.0	4469.0	3086.0	1072.5	327.0	7032.5	934.5
ENSMUSG00000020196	Cabin1	chr10:75764357-75764357	-1	1119.0	1927.0	1469.0	2670.0	2350.0	1845.5	1923.0	2789.5	2926.0
ENSMUSG00000061393	Acvr2b	chr9:119402444-119402444	1	502.0	226.0	611.0	262.0	253.0	346.5	369.5	329.5	277.0
ENSMUSG00000040054	Baz2a	chr10:128092783-128092783	1	6131.0	16394.0	4756.0	13983.0	11379.0	3538.0	2459.0	9265.0	5122.0
ENSMUSG00000039682	Lap3	chr5:45493374-45493374	1	2118.0	10928.0	5115.0	9355.0	7723.0	3607.0	947.0	7837.0	3083.5
ENSMUSG00000066571	4931406P16Rik	chr7:34313551-34313551	-1	2863.0	1743.0	1296.0	1463.0	1428.0	1199.0	731.5	1857.5	2987.0
ENSMUSG00000029121	Crmp1	chr5:37242080-37242080	1	79.0	774.0	913.0	356.0	783.0	2677.5	32871.0	870.5	394.0
ENSMUSG00000021040	Slirp	chr12:87443896-87443896	1	372.0	1073.0	1189.0	558.0	570.0	2447.5	1019.5	891.0	528.0
ENSMUSG00000031776	Arl2bp	chr8:94666755-94666755	1	1401.0	833.0	2972.0	1611.0	1773.0	1857.0	4836.5	1656.5	2158.5
ENSMUSG00000044528	Tram1l1	chr3:124321037-124321037	1	136.0	39.0	86.0	27.0	22.0	62.5	860.5	44.5	101.0
ENSMUSG00000017499	Cdc6	chr11:98907801-98907801	1	148.0	1301.0	2636.0	2507.0	2107.0	1919.0	214.5	1515.5	1037.0
ENSMUSG00000079242	C730034F03Rik	chr15:89429589-89429589	1	14.0	51.0	35.0	58.0	111.0	395.5	32.5	393.5	98.5
ENSMUSG00000017831	Rab5a	chr17:53479234-53479234	1	1443.0	2313.0	1753.0	1707.0	1781.0	1525.5	2168.0	4045.0	3240.0
ENSMUSG00000078566	Bnip3	chr7:138909506-138909506	-1	16983.0	729.0	346.0	3137.0	3832.0	1414.5	558.5	3072.5	1575.5
ENSMUSG00000021115	Vrk1	chr12:106010263-106010263	1	672.0	2266.0	2278.0	1749.0	1742.0	2514.0	1057.5	1919.0	1253.0
ENSMUSG00000026020	Nop58	chr1:59684971-59684971	1	2686.0	12287.0	11393.0	8579.0	8579.0	14823.5	4849.5	14288.0	6706.0
ENSMUSG00000027254	Map1a	chr2:121289600-121289600	1	1457.0	1347.0	141.0	1712.0	1568.0	1223.0	3243.5	965.0	165.0
ENSMUSG00000017756	Slc12a7	chr13:73763697-73763697	1	1733.0	3166.0	1465.0	3408.0	2636.0	880.5	1108.5	3086.5	1841.0
ENSMUSG00000079471	Gm7325	chr17:45602102-45602102	-1	14.0	2078.0	0.0	1546.0	630.0	91.5	0.0	261.0	2.0
ENSMUSG00000055884	Fancm	chr12:65075606-65075606	1	424.0	1701.0	893.0	1733.0	1459.0	599.5	368.5	2252.0	618.0
ENSMUSG00000028826	Tmem57	chr4:134811213-134811213	-1	921.0	1452.0	1077.0	1033.0	1252.0	1135.0	3066.5	1652.0	1407.5
ENSMUSG00000033826	Dnah8	chr17:30624354-30624354	1	104.0	1774.0	283.0	2604.0	3858.0	173.0	23.0	1614.0	228.5
ENSMUSG00000030120	Mlf2	chr6:124931388-124931388	1	3914.0	5899.0	7622.0	6423.0	6124.0	6272.0	7255.5	5682.0	5947.0
ENSMUSG00000024091	Vapa	chr17:65613555-65613555	-1	3930.0	4777.0	3473.0	2874.0	2973.0	5020.0	4903.5	7083.0	4228.5
ENSMUSG00000005078	Jkamp	chr12:72085857-72085857	1	590.0	385.0	398.0	278.0	373.0	1057.0	3167.5	478.0	575.5
ENSMUSG00000028070	Apoa1bp	chr3:88058495-88058495	-1	1184.0	986.0	710.0	866.0	789.0	684.0	979.0	801.0	666.5
ENSMUSG00000031622	Sin3b	chr8:72723288-72723288	1	2877.0	2292.0	2027.0	3107.0	3458.0	2718.5	3259.0	2259.0	2525.0
ENSMUSG00000091183	Gm5141	chr13:62777089-62777089	-1	406.0	323.0	413.0	519.0	492.0	449.5	362.0	335.5	250.5
ENSMUSG00000022120	Rnf219	chr14:104522666-104522666	-1	347.0	139.0	508.0	101.0	156.0	272.0	440.5	179.0	266.0
ENSMUSG00000061458	Nol10	chr12:17348458-17348458	1	360.0	3056.0	2293.0	2324.0	2561.0	2156.5	728.0	2514.0	1269.5
ENSMUSG00000057706	Mex3b	chr7:82867333-82867333	1	476.0	26.0	1904.0	37.0	118.0	209.5	2562.5	119.0	849.5
ENSMUSG00000057411	Fam173a	chr17:25792284-25792284	-1	151.0	185.0	142.0	157.0	159.0	148.0	879.5	118.0	89.0
ENSMUSG00000000127	Fer	chr17:63896018-63896018	1	503.0	670.0	408.0	644.0	770.0	423.0	432.0	506.5	655.0
ENSMUSG00000020955	Ap4s1	chr12:51690966-51690966	1	68.0	108.0	181.0	109.0	62.0	423.5	454.0	148.5	90.0
ENSMUSG00000027671	Actl6a	chr3:32706298-32706298	1	802.0	4913.0	4585.0	3508.0	3402.0	3846.5	2104.0	5428.5	1714.5
ENSMUSG00000020696	Rffl	chr11:82829043-82829043	-1	479.0	561.0	624.0	601.0	594.0	743.5	243.5	455.5	2108.5
ENSMUSG00000020170	Frs2	chr10:117148474-117148474	-1	1946.0	943.0	1229.0	1228.0	1444.0	537.5	765.0	1052.0	2509.5
ENSMUSG00000031813	Mvb12a	chr8:71542930-71542930	1	429.0	1295.0	557.0	716.0	551.0	1664.0	471.5	762.5	539.0
